Time,Exchange,Symbol,Bid_Price,Bid_Size,Offer_Price,Offer_Size
09:31:31.246372000,N,AAPL,26.95,5,26.97,2
09:31:31.258155000,N,AAPL,26.95,4,26.97,2
09:31:31.281427000,N,AAPL,26.95,2,26.97,3
09:31:31.281524000,N,AAPL,26.95,1,26.97,3
09:31:31.281815000,N,AAPL,26.94,3,26.97,3
09:31:31.315644000,N,AAPL,26.94,5,26.97,3
09:31:31.528528000,T,AAPL,26.92,2,26.97,2
09:31:32.510827000,N,AAPL,26.94,3,26.97,3
09:31:35.375516000,N,AAPL,26.94,4,26.97,2
09:31:35.375577000,N,AAPL,26.94,5,26.97,2
09:31:35.375644000,T,AAPL,26.92,3,26.97,1
09:31:35.375697000,N,AAPL,26.95,1,26.98,4
09:31:35.375731000,Z,AAPL,26.95,2,26.99,2
09:31:35.375795000,N,AAPL,26.95,5,26.98,2
09:31:35.375998000,N,AAPL,26.95,6,26.98,1
09:31:35.376013000,N,AAPL,26.96,1,26.98,1
09:31:35.376027000,V,AAPL,26.93,1,26.99,1
09:31:35.376215000,N,AAPL,26.96,2,26.98,1
09:31:35.378732000,N,AAPL,26.96,4,26.98,1
09:31:35.378912000,N,AAPL,26.96,3,26.98,1
09:31:35.389597000,N,AAPL,26.96,5,26.98,1
09:31:35.396537000,N,AAPL,26.96,6,26.98,1
09:31:35.396642000,N,AAPL,26.96,7,26.98,1
09:31:35.396717000,T,AAPL,26.92,3,27,2
09:31:35.396746000,N,AAPL,26.96,7,26.99,2
09:31:35.396779000,Z,AAPL,26.96,1,26.99,2
09:31:35.396842000,N,AAPL,26.96,5,26.99,2
09:31:35.396948000,N,AAPL,26.97,2,26.99,2
09:31:35.397405000,N,AAPL,26.97,2,26.99,2
09:31:35.397417000,T,AAPL,26.97,1,27,2
09:31:35.401441000,N,AAPL,26.97,5,26.98,1
09:31:35.401735000,N,AAPL,26.97,4,26.99,1
09:31:35.401919000,N,AAPL,26.97,5,26.99,1
09:31:35.402392000,N,AAPL,26.97,4,26.98,1
09:31:35.412457000,N,AAPL,26.97,7,26.98,1
09:31:35.424756000,N,AAPL,26.97,4,26.99,3
09:31:35.477156000,N,AAPL,26.97,3,26.98,1
09:31:35.749566000,N,AAPL,26.96,2,26.98,2
09:31:35.750677000,T,AAPL,26.92,3,26.97,1
09:31:35.750756000,N,AAPL,26.96,2,26.98,4
09:31:35.750970000,N,AAPL,26.96,1,26.98,4
09:31:35.751176000,N,AAPL,26.95,9,26.98,4
09:31:35.751368000,N,AAPL,26.95,7,26.98,4
09:31:35.773339000,N,AAPL,26.95,5,26.98,3
09:31:36.291101000,N,AAPL,26.95,4,26.98,3
09:31:36.310431000,Z,AAPL,26.95,2,26.99,4
09:31:36.310564000,N,AAPL,26.95,2,26.98,3
09:31:36.314362000,N,AAPL,26.95,3,26.97,1
09:31:36.325244000,N,AAPL,26.95,4,26.97,1
09:31:36.338442000,N,AAPL,26.95,3,26.97,1
09:31:36.624601000,N,AAPL,26.94,3,26.95,1
09:31:36.624628000,K,AAPL,26.94,2,26.96,1
09:31:36.624653000,Z,AAPL,26.93,2,26.95,1
09:31:36.629404000,N,AAPL,26.94,4,26.95,1
09:31:36.659204000,N,AAPL,26.94,1,26.95,1
09:31:37.132339000,N,AAPL,26.94,1,26.95,2
09:31:37.132437000,N,AAPL,26.93,8,26.95,2
09:31:37.132804000,N,AAPL,26.93,6,26.95,3
09:31:37.132870000,N,AAPL,26.93,6,26.95,4
09:31:37.133061000,K,AAPL,26.93,1,26.95,1
09:31:37.133217000,Z,AAPL,26.92,5,26.94,1
09:31:37.137479000,N,AAPL,26.93,4,26.94,1
09:31:37.144908000,N,AAPL,26.93,3,26.94,1
09:31:37.145585000,Z,AAPL,26.92,5,26.95,1
09:31:37.256293000,N,AAPL,26.93,2,26.94,1
09:31:37.261107000,N,AAPL,26.92,3,26.94,1
09:31:37.261700000,Z,AAPL,26.92,5,26.96,4
09:31:37.272460000,N,AAPL,26.92,7,26.94,1
09:31:37.283874000,N,AAPL,26.92,6,26.94,1
09:31:37.493798000,T,AAPL,26.92,2,26.94,1
09:31:37.511214000,N,AAPL,26.92,5,26.94,1
09:31:37.621920000,N,AAPL,26.92,8,26.94,1
09:31:39.611183000,T,AAPL,26.92,1,26.94,1
09:31:39.898076000,N,AAPL,26.92,8,26.95,2
09:31:39.898319000,N,AAPL,26.92,6,26.95,2
09:31:39.898381000,N,AAPL,26.92,8,26.95,2
09:31:39.898481000,N,AAPL,26.92,7,26.95,2
09:31:39.898580000,N,AAPL,26.92,5,26.95,2
09:31:39.904886000,N,AAPL,26.92,6,26.95,2
09:31:39.915802000,N,AAPL,26.92,7,26.95,2
09:31:39.927223000,N,AAPL,26.92,6,26.95,2
09:31:40.159701000,N,AAPL,26.92,8,26.95,2
09:31:41.501494000,N,AAPL,26.92,6,26.95,2
09:31:43.473218000,N,AAPL,26.92,8,26.95,2
09:31:43.473402000,N,AAPL,26.93,1,26.95,2
09:31:43.473528000,N,AAPL,26.93,1,26.95,1
09:31:43.473604000,P,AAPL,26.93,2,26.97,1
09:31:43.473767000,T,AAPL,26.91,1,26.99,3
09:31:43.473836000,P,AAPL,26.93,3,26.98,3
09:31:43.473948000,Z,AAPL,26.93,4,26.96,2
09:31:43.474070000,Z,AAPL,26.93,6,26.97,2
09:31:43.474147000,N,AAPL,26.94,1,26.96,2
09:31:43.474212000,V,AAPL,26.91,1,26.97,1
09:31:43.474524000,N,AAPL,26.94,1,26.97,5
09:31:43.476107000,N,AAPL,26.94,1,26.97,4
09:31:43.476253000,T,AAPL,26.94,1,26.99,4
09:31:43.476702000,J,AAPL,26.89,4,26.95,1
09:31:43.476848000,N,AAPL,26.94,2,26.97,4
09:31:43.476921000,N,AAPL,26.94,1,26.97,6
09:31:43.482633000,N,AAPL,26.94,4,26.97,6
09:31:43.505517000,N,AAPL,26.94,1,26.97,6
09:31:43.505623000,N,AAPL,26.94,3,26.97,6
09:31:43.505722000,N,AAPL,26.94,2,26.97,6
09:31:43.505919000,N,AAPL,26.93,8,26.97,6
09:31:43.506022000,N,AAPL,26.93,10,26.97,6
09:31:43.515941000,N,AAPL,26.93,12,26.97,6
09:31:43.528179000,N,AAPL,26.93,10,26.97,6
09:31:43.528290000,N,AAPL,26.93,8,26.97,6
09:31:46.455706000,N,AAPL,26.93,7,26.96,1
09:31:46.455734000,P,AAPL,26.94,1,26.97,2
09:31:46.455883000,N,AAPL,26.94,6,26.96,1
09:31:46.455984000,N,AAPL,26.94,7,26.96,1
09:31:46.456120000,N,AAPL,26.94,8,26.96,1
09:31:46.456474000,V,AAPL,26.92,1,26.97,1
09:31:46.456753000,T,AAPL,26.94,1,26.95,1
09:31:46.460951000,N,AAPL,26.94,7,26.97,6
09:31:46.465042000,N,AAPL,26.94,5,26.96,1
09:31:46.482768000,N,AAPL,26.95,1,26.96,1
09:31:46.482857000,T,AAPL,26.94,1,27,2
09:31:46.484211000,N,AAPL,26.95,3,26.97,5
09:31:46.484561000,T,AAPL,26.95,2,27,2
09:31:46.485108000,N,AAPL,26.95,2,26.97,5
09:31:46.485208000,N,AAPL,26.95,2,26.97,3
09:31:46.485289000,N,AAPL,26.95,2,26.97,1
09:31:46.485306000,P,AAPL,26.92,1,26.98,1
09:31:46.485907000,N,AAPL,26.95,3,26.97,1
09:31:46.486159000,N,AAPL,26.95,4,26.97,1
09:31:46.486478000,V,AAPL,26.93,1,26.98,1
09:31:46.546336000,N,AAPL,26.95,6,26.98,1
09:31:46.546436000,N,AAPL,26.95,4,26.98,1
09:31:46.546457000,N,AAPL,26.95,4,26.98,2
09:31:46.829248000,N,AAPL,26.95,4,26.97,1
09:31:46.829328000,N,AAPL,26.95,4,26.97,2
09:31:47.842560000,N,AAPL,26.95,3,26.97,3
09:31:47.843127000,Z,AAPL,26.95,2,26.99,4
09:31:47.843205000,N,AAPL,26.95,2,26.97,3
09:31:47.843250000,Z,AAPL,26.94,5,26.99,4
09:31:47.843409000,N,AAPL,26.94,5,26.97,3
09:31:47.852693000,N,AAPL,26.94,4,26.97,4
09:31:47.864925000,N,AAPL,26.94,4,26.97,3
09:31:50.922291000,P,AAPL,26.93,2,26.97,4
09:31:51.534442000,N,AAPL,26.94,5,26.97,3
09:31:51.534507000,N,AAPL,26.94,3,26.97,3
09:31:51.534821000,N,AAPL,26.94,1,26.96,6
09:31:51.534999000,N,AAPL,26.94,1,26.96,7
09:31:51.535284000,Z,AAPL,26.93,4,26.98,2
09:31:51.535335000,N,AAPL,26.93,4,26.95,1
09:31:51.535400000,Z,AAPL,26.93,4,26.97,2
09:31:51.535532000,N,AAPL,26.93,2,26.95,1
09:31:51.535616000,N,AAPL,26.93,2,26.95,2
09:31:51.536184000,Z,AAPL,26.93,2,26.97,5
09:31:51.536233000,N,AAPL,26.93,1,26.95,2
09:31:51.536280000,Z,AAPL,26.92,4,26.97,5
09:31:52.010014000,N,AAPL,26.93,4,26.95,1
09:31:52.010135000,N,AAPL,26.93,6,26.95,1
09:31:52.010581000,V,AAPL,26.91,1,26.96,1
09:31:52.918259000,N,AAPL,26.93,4,26.95,1
09:31:52.918372000,N,AAPL,26.93,5,26.95,1
09:31:52.941909000,N,AAPL,26.93,7,26.95,1
09:31:52.942089000,N,AAPL,26.94,3,26.95,1
09:31:52.942314000,N,AAPL,26.94,4,26.95,1
09:31:52.953000000,N,AAPL,26.94,7,26.95,1
09:31:52.965136000,N,AAPL,26.94,4,26.95,1
09:31:52.965478000,N,AAPL,26.94,1,26.95,1
09:31:56.506479000,N,AAPL,26.94,3,26.95,1
09:31:56.994641000,N,AAPL,26.94,4,26.95,1
09:31:57.005875000,N,AAPL,26.94,2,26.95,1
09:31:57.555376000,N,AAPL,26.94,4,26.95,1
09:31:57.555786000,N,AAPL,26.94,6,26.96,1
09:31:57.556021000,N,AAPL,26.94,7,26.96,1
09:31:57.557821000,N,AAPL,26.94,5,26.96,1
09:31:59.400542000,P,AAPL,26.93,2,26.95,1
09:31:59.400661000,N,AAPL,26.94,4,26.96,2
09:31:59.400833000,N,AAPL,26.94,3,26.96,2
09:31:59.400914000,N,AAPL,26.94,2,26.96,2
09:32:00.464439000,N,AAPL,26.93,2,26.95,3
09:32:00.464456000,N,AAPL,26.93,2,26.95,4
09:32:00.464480000,K,AAPL,26.93,1,27.01,2
09:32:00.464561000,N,AAPL,26.93,1,26.95,5
09:32:00.464592000,Z,AAPL,26.93,2,26.95,2
09:32:00.465022000,N,AAPL,26.92,5,26.94,3
09:32:00.465089000,N,AAPL,26.92,5,26.94,2
09:32:00.465108000,N,AAPL,26.92,5,26.94,3
09:32:00.465320000,N,AAPL,26.92,5,26.94,4
09:32:00.465394000,K,AAPL,26.92,3,26.94,1
09:32:00.465430000,N,AAPL,26.92,3,26.94,3
09:32:00.465538000,N,AAPL,26.92,3,26.94,4
09:32:00.465639000,N,AAPL,26.92,3,26.94,3
09:32:00.465760000,Z,AAPL,26.92,4,26.94,4
09:32:00.466183000,N,AAPL,26.92,3,26.93,1
09:32:00.466440000,Z,AAPL,26.92,2,26.94,4
09:32:00.540897000,N,AAPL,26.92,1,26.93,1
09:32:00.541624000,N,AAPL,26.91,9,26.93,1
09:32:00.541689000,P,AAPL,26.9,5,26.93,1
09:32:00.547807000,N,AAPL,26.91,8,26.93,1
09:32:00.547906000,N,AAPL,26.91,6,26.93,1
09:32:00.570234000,N,AAPL,26.91,3,26.93,1
09:32:00.570317000,N,AAPL,26.91,4,26.93,1
09:32:00.570979000,N,AAPL,26.91,2,26.93,1
09:32:00.571537000,Z,AAPL,26.9,5,26.95,5
09:32:01.713781000,N,AAPL,26.9,4,26.92,1
09:32:01.714076000,N,AAPL,26.9,10,26.92,1
09:32:01.724006000,N,AAPL,26.9,8,26.92,1
09:32:01.746168000,N,AAPL,26.9,5,26.92,1
09:32:01.746256000,N,AAPL,26.9,8,26.92,1
09:32:01.757100000,N,AAPL,26.9,11,26.92,1
09:32:01.769275000,N,AAPL,26.9,9,26.92,1
09:32:02.873423000,N,AAPL,26.9,8,26.92,1
09:32:02.970774000,N,AAPL,26.9,12,26.92,1
09:32:03.680098000,T,AAPL,26.9,1,26.92,1
09:32:06.930959000,N,AAPL,26.89,5,26.92,1
09:32:06.931256000,N,AAPL,26.89,4,26.91,1
09:32:06.931287000,N,AAPL,26.89,2,26.91,2
09:32:06.931815000,N,AAPL,26.89,2,26.91,3
09:32:06.931846000,Z,AAPL,26.9,1,26.91,1
09:32:06.931858000,Z,AAPL,26.9,3,26.91,1
09:32:06.931868000,Z,AAPL,26.9,1,26.91,1
09:32:06.931882000,Z,AAPL,26.9,3,26.91,1
09:32:06.932309000,Z,AAPL,26.9,1,26.91,1
09:32:06.932327000,N,AAPL,26.89,2,26.91,4
09:32:06.932344000,N,AAPL,26.89,2,26.91,5
09:32:06.932457000,N,AAPL,26.89,4,26.91,4
09:32:06.936213000,K,AAPL,26.9,1,26.99,6
09:32:06.936236000,N,AAPL,26.89,4,26.91,3
09:32:06.936278000,Z,AAPL,26.9,1,26.92,1
09:32:06.936308000,K,AAPL,26.9,1,26.99,4
09:32:06.945430000,Z,AAPL,26.89,4,26.92,1
09:32:06.945448000,K,AAPL,26.89,3,26.99,4
09:32:06.945460000,N,AAPL,26.89,4,26.91,4
09:32:06.945539000,N,AAPL,26.89,4,26.9,3
09:32:06.945620000,N,AAPL,26.89,4,26.9,2
09:32:06.945723000,N,AAPL,26.89,4,26.9,3
09:32:06.945757000,N,AAPL,26.89,2,26.9,4
09:32:06.945826000,T,AAPL,26.89,7,26.91,3
09:32:06.945868000,N,AAPL,26.89,2,26.9,3
09:32:06.945880000,P,AAPL,26.89,5,26.9,1
09:32:06.945894000,N,AAPL,26.89,2,26.9,2
09:32:06.946225000,T,AAPL,26.89,5,26.9,3
09:32:06.946342000,P,AAPL,26.89,6,26.91,1
09:32:06.946863000,T,AAPL,26.89,5,26.9,2
09:32:06.946975000,T,AAPL,26.89,5,26.9,1
09:32:06.947052000,V,AAPL,26.86,1,26.91,1
09:32:06.947082000,T,AAPL,26.89,8,26.91,2
09:32:06.947082000,T,AAPL,26.9,1,26.91,2
09:32:06.947211000,T,AAPL,26.9,2,26.91,2
09:32:06.948254000,N,AAPL,26.89,2,26.91,2
09:32:06.948430000,T,AAPL,26.9,1,26.91,2
09:32:06.949537000,P,AAPL,26.9,1,26.91,1
09:32:06.949537000,P,AAPL,26.89,5,26.91,1
09:32:06.949742000,P,AAPL,26.89,5,26.9,1
09:32:06.950424000,T,AAPL,26.89,5,26.9,1
09:32:06.964415000,P,AAPL,26.89,5,26.91,1
09:32:06.964566000,P,AAPL,26.89,6,26.91,1
09:32:06.964833000,N,AAPL,26.89,12,26.91,1
09:32:06.964977000,N,AAPL,26.89,13,26.91,1
09:32:06.965130000,N,AAPL,26.89,14,26.91,1
09:32:06.965149000,P,AAPL,26.9,2,26.91,1
09:32:06.965221000,N,AAPL,26.9,10,26.91,1
09:32:06.965387000,N,AAPL,26.9,11,26.91,1
09:32:06.965448000,T,AAPL,26.89,7,26.91,2
09:32:06.965492000,N,AAPL,26.9,10,26.91,1
09:32:06.966151000,T,AAPL,26.9,2,26.91,3
09:32:06.970292000,N,AAPL,26.9,9,26.91,1
09:32:06.970469000,N,AAPL,26.9,8,26.91,1
09:32:06.970895000,T,AAPL,26.89,6,26.91,2
09:32:06.987549000,N,AAPL,26.9,3,26.91,1
09:32:07.010060000,N,AAPL,26.9,4,26.91,2
09:32:07.021308000,N,AAPL,26.9,5,26.91,2
09:32:07.033094000,N,AAPL,26.9,4,26.91,2
09:32:07.033190000,N,AAPL,26.9,3,26.91,2
09:32:07.239419000,N,AAPL,26.9,1,26.91,2
09:32:07.239493000,N,AAPL,26.89,8,26.91,2
09:32:07.239576000,P,AAPL,26.89,7,26.9,1
09:32:07.239835000,N,AAPL,26.89,6,26.91,2
09:32:07.240358000,P,AAPL,26.89,7,26.91,2
09:32:07.240518000,P,AAPL,26.9,1,26.91,2
09:32:07.240613000,P,AAPL,26.9,3,26.91,2
09:32:07.241033000,P,AAPL,26.9,5,26.91,2
09:32:07.241714000,T,AAPL,26.9,5,26.91,3
09:32:07.242626000,P,AAPL,26.9,3,26.91,2
09:32:07.242738000,T,AAPL,26.9,3,26.91,3
09:32:07.245971000,Z,AAPL,26.9,2,26.91,1
09:32:07.263452000,P,AAPL,26.9,1,26.91,2
09:32:07.277460000,T,AAPL,26.9,2,26.91,2
09:32:07.300320000,T,AAPL,26.9,3,26.91,2
09:32:07.300402000,T,AAPL,26.9,4,26.91,2
09:32:07.587401000,T,AAPL,26.9,3,26.91,2
09:32:07.840529000,N,AAPL,26.9,5,26.91,1
09:32:08.568643000,N,AAPL,26.9,6,26.91,1
09:32:08.568826000,N,AAPL,26.9,7,26.91,1
09:32:09.532862000,P,AAPL,26.9,1,26.91,2
09:32:11.415797000,T,AAPL,26.9,3,26.91,1
09:32:11.900569000,N,AAPL,26.9,1,26.92,2
09:32:11.929903000,N,AAPL,26.89,2,26.91,3
09:32:13.952554000,N,AAPL,26.89,3,26.91,2
09:32:18.919045000,N,AAPL,26.89,3,26.91,3
09:32:18.919128000,N,AAPL,26.89,3,26.91,4
09:32:18.919146000,T,AAPL,26.9,2,26.91,2
09:32:18.919221000,T,AAPL,26.9,1,26.91,2
09:32:18.919280000,N,AAPL,26.89,3,26.91,5
09:32:18.919313000,T,AAPL,26.89,7,26.91,2
09:32:18.919329000,Z,AAPL,26.9,2,26.91,2
09:32:18.919432000,P,AAPL,26.89,5,26.9,3
09:32:18.919701000,Z,AAPL,26.89,4,26.91,2
09:32:18.919739000,P,AAPL,26.89,5,26.9,4
09:32:18.919928000,N,AAPL,26.88,17,26.9,7
09:32:18.920015000,T,AAPL,26.89,10,26.91,5
09:32:18.920113000,N,AAPL,26.88,17,26.9,6
09:32:18.920146000,T,AAPL,26.89,9,26.91,4
09:32:18.920329000,T,AAPL,26.89,8,26.9,4
09:32:18.920506000,T,AAPL,26.89,6,26.9,4
09:32:18.921663000,T,AAPL,26.89,5,26.9,4
09:32:18.921663000,P,AAPL,26.89,5,26.9,2
09:32:18.921663000,T,AAPL,26.89,5,26.9,2
09:32:18.924951000,N,AAPL,26.89,1,26.9,5
09:32:18.926164000,N,AAPL,26.89,2,26.9,4
09:32:18.926393000,N,AAPL,26.89,2,26.9,3
09:32:18.927293000,P,AAPL,26.89,5,26.9,3
09:32:18.929367000,T,AAPL,26.89,5,26.9,2
09:32:18.935063000,N,AAPL,26.89,2,26.9,2
09:32:18.986084000,T,AAPL,26.89,6,26.9,2
09:32:19.111045000,P,AAPL,26.89,5,26.9,2
09:32:19.163670000,T,AAPL,26.89,6,26.9,1
09:32:19.311778000,P,AAPL,26.89,5,26.9,3
09:32:19.320332000,T,AAPL,26.89,5,26.9,1
09:32:19.634210000,P,AAPL,26.89,5,26.9,4
09:32:19.634352000,P,AAPL,26.88,110,26.9,5
09:32:19.634472000,P,AAPL,26.88,110,26.9,6
09:32:19.634580000,T,AAPL,26.88,2,26.9,1
09:32:19.634616000,P,AAPL,26.88,108,26.89,4
09:32:19.634676000,X,AAPL,26.83,119,26.99,41
09:32:19.635558000,P,AAPL,26.88,108,26.89,3
09:32:19.637299000,T,AAPL,26.88,5,26.89,5
09:32:19.637299000,T,AAPL,26.88,5,26.89,4
09:32:19.639022000,T,AAPL,26.88,4,26.89,3
09:32:19.639022000,N,AAPL,26.88,13,26.89,3
09:32:19.645052000,T,AAPL,26.88,4,26.89,2
09:32:19.645134000,T,AAPL,26.88,4,26.89,1
09:32:19.676891000,P,AAPL,26.88,107,26.9,3
09:32:19.677316000,T,AAPL,26.88,1,26.89,1
09:32:19.935610000,P,AAPL,26.88,108,26.9,3
09:32:19.977723000,N,AAPL,26.88,17,26.89,1
09:32:20.044614000,P,AAPL,26.88,103,26.9,3
09:32:20.045298000,N,AAPL,26.88,12,26.89,2
09:32:20.049776000,N,AAPL,26.88,13,26.89,2
09:32:20.119480000,P,AAPL,26.88,106,26.91,1
09:32:20.119753000,P,AAPL,26.88,109,26.91,1
09:32:20.122052000,P,AAPL,26.88,108,26.91,1
09:32:20.129574000,P,AAPL,26.88,106,26.91,1
09:32:20.129798000,P,AAPL,26.88,103,26.91,1
09:32:20.220229000,K,AAPL,26.87,3,26.89,3
09:32:20.231023000,P,AAPL,26.87,5,26.91,3
09:32:20.231093000,N,AAPL,26.88,2,26.89,2
09:32:20.231499000,N,AAPL,26.86,3,26.89,4
09:32:20.231652000,N,AAPL,26.86,2,26.89,5
09:32:20.231757000,N,AAPL,26.86,2,26.89,7
09:32:20.231852000,T,AAPL,26.87,2,26.89,1
09:32:20.231870000,N,AAPL,26.86,3,26.88,4
09:32:20.231983000,N,AAPL,26.86,3,26.88,5
09:32:20.232097000,N,AAPL,26.86,3,26.88,6
09:32:20.232304000,N,AAPL,26.86,1,26.88,4
09:32:20.232340000,N,AAPL,26.86,1,26.88,6
09:32:20.232395000,T,AAPL,26.87,2,26.88,7
09:32:20.232484000,T,AAPL,26.87,2,26.88,8
09:32:20.232499000,T,AAPL,26.87,2,26.88,9
09:32:20.232512000,T,AAPL,26.87,2,26.88,10
09:32:20.232627000,T,AAPL,26.87,2,26.88,13
09:32:20.232668000,T,AAPL,26.87,2,26.88,10
09:32:20.232681000,K,AAPL,26.79,4,26.88,3
09:32:20.233069000,T,AAPL,26.86,2,26.88,10
09:32:20.233069000,P,AAPL,26.86,2,26.88,2
09:32:20.233105000,T,AAPL,26.85,4,26.88,10
09:32:20.233105000,T,AAPL,26.85,4,26.88,11
09:32:20.233183000,T,AAPL,26.85,2,26.88,13
09:32:20.233288000,P,AAPL,26.85,2,26.88,2
09:32:20.233288000,P,AAPL,26.85,2,26.87,31
09:32:20.233481000,P,AAPL,26.84,4,26.87,32
09:32:20.233537000,N,AAPL,26.85,6,26.88,8
09:32:20.233604000,Y,AAPL,26.85,32,26.88,1
09:32:20.233604000,Y,AAPL,26.85,31,26.88,1
09:32:20.233676000,N,AAPL,26.86,1,26.88,8
09:32:20.233845000,N,AAPL,26.85,6,26.87,1
09:32:20.234258000,B,AAPL,26.8,52,26.86,1
09:32:20.235102000,B,AAPL,26.8,52,26.86,1
09:32:20.257940000,Y,AAPL,26.85,30,26.88,2
09:32:20.258064000,Y,AAPL,26.85,12,26.88,2
09:32:20.259542000,T,AAPL,26.85,3,26.86,1
09:32:20.304460000,Y,AAPL,26.85,11,26.88,1
09:32:20.452102000,Y,AAPL,26.84,2,26.88,2
09:32:20.452166000,N,AAPL,26.85,1,26.87,2
09:32:20.452235000,N,AAPL,26.85,1,26.86,2
09:32:20.453490000,N,AAPL,26.85,1,26.86,3
09:32:20.456075000,N,AAPL,26.85,1,26.86,1
09:32:20.473391000,T,AAPL,26.85,1,26.86,1
09:32:20.473409000,N,AAPL,26.84,2,26.85,1
09:32:20.473487000,T,AAPL,26.84,1,26.86,1
09:32:20.474348000,N,AAPL,26.84,1,26.85,1
09:32:20.474411000,T,AAPL,26.82,1,26.85,2
09:32:20.474524000,T,AAPL,26.82,1,26.85,3
09:32:20.474553000,T,AAPL,26.82,1,26.85,4
09:32:20.474941000,N,AAPL,26.83,4,26.85,2
09:32:20.475751000,T,AAPL,26.82,1,26.84,1
09:32:21.309941000,X,AAPL,25.11,1,26.99,41
09:32:21.645079000,N,AAPL,26.83,3,26.86,3
09:32:21.645269000,T,AAPL,26.82,1,26.85,3
09:32:21.645286000,N,AAPL,26.83,5,26.86,1
09:32:21.645681000,N,AAPL,26.83,5,26.86,1
09:32:21.645789000,N,AAPL,26.84,1,26.86,1
09:32:21.645908000,N,AAPL,26.84,5,26.86,1
09:32:21.648906000,N,AAPL,26.84,1,26.86,1
09:32:21.649274000,N,AAPL,26.84,3,26.86,1
09:32:21.650274000,N,AAPL,26.84,4,26.86,1
09:32:21.650322000,T,AAPL,26.8,16,26.85,1
09:32:21.650401000,T,AAPL,26.8,16,26.86,2
09:32:21.651120000,N,AAPL,26.85,3,26.86,1
09:32:21.651367000,N,AAPL,26.85,5,26.86,1
09:32:21.659188000,N,AAPL,26.85,10,26.87,9
09:32:21.659365000,N,AAPL,26.85,11,26.87,9
09:32:21.659965000,N,AAPL,26.85,12,26.87,7
09:32:21.659983000,B,AAPL,26.83,10,26.88,10
09:32:21.671462000,N,AAPL,26.85,1,26.87,4
09:32:21.671479000,N,AAPL,26.85,1,26.87,1
09:32:21.671692000,N,AAPL,26.84,1,26.87,2
09:32:21.671807000,N,AAPL,26.84,1,26.86,1
09:32:21.671933000,N,AAPL,26.84,1,26.86,2
09:32:21.672122000,V,AAPL,26.84,1,26.88,1
09:32:21.672522000,K,AAPL,26.84,1,26.88,1
09:32:21.672754000,N,AAPL,26.83,9,26.86,2
09:32:21.672983000,N,AAPL,26.83,9,26.85,1
09:32:21.673387000,N,AAPL,26.83,6,26.86,3
09:32:21.673478000,N,AAPL,26.83,6,26.86,2
09:32:21.673579000,N,AAPL,26.83,6,26.86,1
09:32:21.673828000,N,AAPL,26.84,1,26.87,2
09:32:21.689636000,Z,AAPL,26.84,5,26.88,3
09:32:21.741157000,B,AAPL,26.84,9,26.89,1
09:32:21.741342000,N,AAPL,26.84,5,26.88,12
09:32:21.741456000,N,AAPL,26.84,5,26.88,11
09:32:21.763869000,N,AAPL,26.84,5,26.88,12
09:32:21.774499000,N,AAPL,26.84,5,26.88,13
09:32:21.775350000,B,AAPL,26.71,4,26.89,1
09:32:21.784012000,N,AAPL,26.84,5,26.88,14
09:32:21.859474000,Z,AAPL,26.84,5,26.89,2
09:32:21.974709000,B,AAPL,26.85,12,26.91,10
09:32:21.975095000,N,AAPL,26.85,6,26.88,11
09:32:21.983988000,N,AAPL,26.85,6,26.88,10
09:32:21.986255000,N,AAPL,26.85,6,26.88,9
09:32:22.289465000,N,AAPL,26.85,6,26.88,10
09:32:22.289984000,B,AAPL,26.79,4,26.91,10
09:32:22.317554000,N,AAPL,26.85,4,26.88,12
09:32:22.317602000,Z,AAPL,26.85,4,26.88,1
09:32:22.340950000,Z,AAPL,26.85,5,26.88,4
09:32:22.351740000,N,AAPL,26.85,3,26.88,14
09:32:22.351991000,N,AAPL,26.85,3,26.88,15
09:32:22.363302000,N,AAPL,26.85,3,26.88,14
09:32:23.476233000,N,AAPL,26.85,3,26.88,7
09:32:24.310924000,N,AAPL,26.85,5,26.88,6
09:32:24.310977000,Z,AAPL,26.85,5,26.89,2
09:32:24.311023000,N,AAPL,26.85,5,26.88,4
09:32:24.311148000,N,AAPL,26.85,6,26.88,2
09:32:24.311193000,B,AAPL,26.85,9,26.91,10
09:32:24.316977000,N,AAPL,26.85,8,26.88,3
09:32:24.327286000,B,AAPL,26.79,4,26.91,10
09:32:24.335577000,N,AAPL,26.85,7,26.88,3
09:32:24.536198000,B,AAPL,26.85,8,26.91,10
09:32:24.536228000,N,AAPL,26.85,7,26.87,2
09:32:24.542295000,N,AAPL,26.85,5,26.87,3
09:32:24.551878000,N,AAPL,26.85,5,26.87,4
09:32:24.552651000,N,AAPL,26.85,4,26.87,3
09:32:24.552681000,B,AAPL,26.79,4,26.91,10
09:32:24.552728000,N,AAPL,26.85,4,26.87,6
09:32:24.552900000,N,AAPL,26.85,4,26.87,5
09:32:24.553148000,Z,AAPL,26.85,4,26.88,2
09:32:24.743223000,N,AAPL,26.85,1,26.87,3
09:32:24.743458000,N,AAPL,26.84,6,26.87,3
09:32:24.743738000,N,AAPL,26.84,4,26.87,3
09:32:24.744089000,N,AAPL,26.84,3,26.87,6
09:32:24.744540000,P,AAPL,26.84,2,26.87,3
09:32:25.274173000,B,AAPL,26.84,9,26.91,10
09:32:25.274281000,N,AAPL,26.84,7,26.87,4
09:32:25.274293000,N,AAPL,26.84,7,26.87,3
